NOTICE:  Erro ao finalizar carrinho 626: Produto 417 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2319: Produto 356 sem estoque suficiente (solicitado 10, disponível 2)
NOTICE:  Erro ao finalizar carrinho 254: Produto 125 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 742: Produto 215 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 608: Produto 544 sem estoque suficiente (solicitado 7, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3497: Produto 237 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 422: Produto 454 sem estoque suficiente (solicitado 8, disponível 7)
NOTICE:  Erro ao finalizar carrinho 2231: Produto 410 sem estoque suficiente (solicitado 5, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3203: Produto 146 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3360: Produto 439 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1254: Produto 335 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3388: Produto 335 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1850: Produto 426 sem estoque suficiente (solicitado 10, disponível 5)
NOTICE:  Erro ao finalizar carrinho 3919: Produto 148 sem estoque suficiente (solicitado 6, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1859: Produto 227 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1333: Produto 335 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 471: Produto 125 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3941: Produto 92 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 720: Produto 439 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3257: Produto 227 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1939: Produto 439 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 900: Produto 215 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2386: Produto 13 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 622: Produto 511 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3624: Produto 404 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2191: Produto 454 sem estoque suficiente (solicitado 9, disponível 7)
NOTICE:  Erro ao finalizar carrinho 1764: Produto 410 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3320: Produto 511 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3559: Produto 146 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3320: Produto 511 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1481: Produto 415 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3056: Produto 439 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2314: Produto 439 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 797: Produto 514 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1369: Produto 404 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2335: Produto 419 sem estoque suficiente (solicitado 5, disponível 2)
NOTICE:  Erro ao finalizar carrinho 2480: Produto 417 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1763: Produto 237 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3942: Produto 564 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2517: Produto 227 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2189: Produto 415 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1441: Produto 361 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3497: Produto 237 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1455: Produto 417 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2001: Produto 419 sem estoque suficiente (solicitado 7, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3676: Produto 544 sem estoque suficiente (solicitado 6, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1404: Produto 215 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1091: Produto 511 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2712: Produto 13 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 540: Produto 439 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 247: Produto 439 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1819: Produto 439 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2815: Produto 410 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3685: Produto 419 sem estoque suficiente (solicitado 9, disponível 2)
NOTICE:  Erro ao finalizar carrinho 3912: Produto 441 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2805: Produto 92 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 540: Produto 439 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 561: Produto 92 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 979: Produto 383 sem estoque suficiente (solicitado 8, disponível 4)
NOTICE:  Erro ao finalizar carrinho 1424: Produto 544 sem estoque suficiente (solicitado 8, disponível 2)
NOTICE:  Erro ao finalizar carrinho 2126: Produto 361 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2516: Produto 227 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 267: Produto 92 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 117: Produto 419 sem estoque suficiente (solicitado 4, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1914: Produto 125 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2640: Produto 419 sem estoque suficiente (solicitado 6, disponível 2)
NOTICE:  Erro ao finalizar carrinho 617: Produto 441 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1396: Produto 439 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 891: Produto 128 sem estoque suficiente (solicitado 8, disponível 3)
NOTICE:  Erro ao finalizar carrinho 89: Produto 92 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3635: Produto 335 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2706: Produto 335 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1474: Produto 564 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1939: Produto 439 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1159: Produto 125 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3752: Produto 439 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 956: Produto 415 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2913: Produto 237 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 760: Produto 417 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3563: Produto 361 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2329: Produto 146 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1914: Produto 125 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1201: Produto 359 sem estoque suficiente (solicitado 10, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1225: Produto 148 sem estoque suficiente (solicitado 7, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1342: Produto 92 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2016: Produto 514 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 213: Produto 404 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3582: Produto 417 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 350: Produto 190 sem estoque suficiente (solicitado 10, disponível 9)
NOTICE:  Erro ao finalizar carrinho 1600: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 834: Produto 426 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3739: Produto 514 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3145: Produto 417 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1307: Produto 439 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1487: Produto 232 sem estoque suficiente (solicitado 5, disponível 4)
NOTICE:  Erro ao finalizar carrinho 2307: Produto 426 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1448: Produto 356 sem estoque suficiente (solicitado 8, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1060: Produto 92 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2930: Produto 404 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 251: Produto 215 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 122: Produto 92 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3671: Produto 335 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1476: Produto 232 sem estoque suficiente (solicitado 7, disponível 4)
NOTICE:  Erro ao finalizar carrinho 1501: Produto 514 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2024: Produto 359 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2567: Produto 237 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1598: Produto 232 sem estoque suficiente (solicitado 9, disponível 4)
NOTICE:  Erro ao finalizar carrinho 79: Produto 359 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2249: Produto 146 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2559: Produto 415 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1971: Produto 361 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 509: Produto 359 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 889: Produto 227 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1256: Produto 417 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2974: Produto 401 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1462: Produto 415 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 375: Produto 92 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 246: Produto 514 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 741: Produto 125 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1283: Produto 92 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 508: Produto 410 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1969: Produto 237 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1307: Produto 439 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1680: Produto 401 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2278: Produto 232 sem estoque suficiente (solicitado 8, disponível 3)
NOTICE:  Erro ao finalizar carrinho 786: Produto 13 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2546: Produto 361 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1814: Produto 454 sem estoque suficiente (solicitado 7, disponível 6)
NOTICE:  Erro ao finalizar carrinho 2043: Produto 237 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 760: Produto 417 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1142: Produto 148 sem estoque suficiente (solicitado 9, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1807: Produto 383 sem estoque suficiente (solicitado 10, disponível 4)
NOTICE:  Erro ao finalizar carrinho 1409: Produto 492 sem estoque suficiente (solicitado 9, disponível 4)
NOTICE:  Erro ao finalizar carrinho 3080: Produto 441 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2237: Produto 404 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 847: Produto 98 sem estoque suficiente (solicitado 4, disponível 2)
NOTICE:  Erro ao finalizar carrinho 111: Produto 356 sem estoque suficiente (solicitado 7, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1441: Produto 361 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3767: Produto 237 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3266: Produto 356 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3382: Produto 492 sem estoque suficiente (solicitado 6, disponível 4)
NOTICE:  Erro ao finalizar carrinho 3306: Produto 401 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 495: Produto 215 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 733: Produto 359 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3536: Produto 148 sem estoque suficiente (solicitado 10, disponível 2)
NOTICE:  Erro ao finalizar carrinho 714: Produto 454 sem estoque suficiente (solicitado 10, disponível 6)
NOTICE:  Erro ao finalizar carrinho 3090: Produto 564 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1166: Produto 215 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2236: Produto 441 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3133: Produto 410 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1856: Produto 410 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3055: Produto 148 sem estoque suficiente (solicitado 5, disponível 2)
NOTICE:  Erro ao finalizar carrinho 255: Produto 417 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 983: Produto 404 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1075: Produto 335 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3615: Produto 232 sem estoque suficiente (solicitado 9, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3500: Produto 361 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3167: Produto 128 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1725: Produto 415 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2158: Produto 188 sem estoque suficiente (solicitado 4, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1978: Produto 410 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2546: Produto 361 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2645: Produto 514 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1333: Produto 335 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2339: Produto 227 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 509: Produto 359 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2090: Produto 404 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1413: Produto 13 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 375: Produto 92 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3694: Produto 128 sem estoque suficiente (solicitado 5, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2174: Produto 415 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1674: Produto 415 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3424: Produto 92 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2213: Produto 98 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3626: Produto 356 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 929: Produto 354 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2725: Produto 128 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1191: Produto 404 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 815: Produto 417 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 550: Produto 417 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3760: Produto 128 sem estoque suficiente (solicitado 9, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1576: Produto 128 sem estoque suficiente (solicitado 5, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3542: Produto 356 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1075: Produto 335 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1566: Produto 404 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 112: Produto 511 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 700: Produto 404 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2725: Produto 128 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 422: Produto 454 sem estoque suficiente (solicitado 8, disponível 6)
NOTICE:  Erro ao finalizar carrinho 816: Produto 439 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1478: Produto 215 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3001: Produto 13 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2051: Produto 190 sem estoque suficiente (solicitado 10, disponível 7)
NOTICE:  Erro ao finalizar carrinho 944: Produto 410 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1434: Produto 227 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1793: Produto 92 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3525: Produto 417 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2480: Produto 417 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1892: Produto 232 sem estoque suficiente (solicitado 6, disponível 3)
NOTICE:  Erro ao finalizar carrinho 35: Produto 329 sem estoque suficiente (solicitado 10, disponível 4)
NOTICE:  Erro ao finalizar carrinho 2305: Produto 13 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3198: Produto 401 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 518: Produto 359 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2734: Produto 98 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2987: Produto 426 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1296: Produto 539 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2403: Produto 410 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1588: Produto 227 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2981: Produto 148 sem estoque suficiente (solicitado 9, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1650: Produto 92 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1128: Produto 511 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3711: Produto 227 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2589: Produto 125 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 269: Produto 406 sem estoque suficiente (solicitado 9, disponível 5)
NOTICE:  Erro ao finalizar carrinho 762: Produto 439 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1135: Produto 415 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2030: Produto 454 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2022: Produto 215 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2023: Produto 92 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1492: Produto 419 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3500: Produto 361 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3599: Produto 356 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 538: Produto 511 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2597: Produto 426 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2061: Produto 415 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3136: Produto 514 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3626: Produto 356 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3582: Produto 417 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 778: Produto 237 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2327: Produto 125 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2701: Produto 92 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1985: Produto 125 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 866: Produto 441 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2991: Produto 146 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1306: Produto 417 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3963: Produto 539 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2955: Produto 92 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 386: Produto 419 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1978: Produto 410 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2608: Produto 401 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2188: Produto 92 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3457: Produto 492 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 560: Produto 492 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2744: Produto 410 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2285: Produto 415 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2138: Produto 426 sem estoque suficiente (solicitado 9, disponível 3)
NOTICE:  Erro ao finalizar carrinho 37: Produto 148 sem estoque suficiente (solicitado 10, disponível 2)
NOTICE:  Erro ao finalizar carrinho 456: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1151: Produto 568 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 495: Produto 215 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2458: Produto 568 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3942: Produto 564 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 834: Produto 426 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3083: Produto 564 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3305: Produto 128 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2735: Produto 329 sem estoque suficiente (solicitado 7, disponível 4)
NOTICE:  Erro ao finalizar carrinho 1128: Produto 511 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 762: Produto 439 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 218: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3399: Produto 237 sem estoque suficiente (solicitado 8, disponível 0)
